timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
18350764,-104.588,-97.118,50000.000,-29.882,-67.235,50000.000
18400751,0.000,-74.706,50000.000,0.000,7.471,50000.000
18450594,59.765,-37.353,50000.000,29.882,-29.882,50000.000
18500741,29.882,-44.824,50000.000,119.529,-52.294,50000.000
18550750,97.118,7.471,50000.000,156.882,0.000,50000.000
18600663,194.235,74.706,50000.000,149.412,14.941,50000.000
18650748,171.824,0.000,50000.000,231.588,-44.824,50000.000
18700689,201.706,-37.353,50000.000,328.706,-29.882,50000.000
18750743,313.765,-29.882,50000.000,328.706,37.353,50000.000
18800746,343.647,-22.412,50000.000,373.529,44.824,50000.000
18850751,291.353,-29.882,50000.000,418.353,0.000,50000.000
18900688,351.118,-37.353,50000.000,410.882,-29.882,50000.000
18950750,381.000,29.882,50000.000,403.412,59.765,50000.000
19000741,433.294,67.235,50000.000,388.471,44.824,50000.000
19050747,403.412,-22.412,50000.000,470.647,0.000,50000.000
19100683,395.941,-82.176,50000.000,500.529,7.471,50000.000
19150726,440.765,-37.353,50000.000,478.118,74.706,50000.000
19200740,403.412,-14.941,50001.000,478.118,29.882,50000.000
19250764,306.294,14.941,49999.000,455.706,-52.294,50000.000
19300771,351.118,82.176,50000.000,418.353,67.235,50000.000
19350748,433.294,44.824,50000.000,388.471,74.706,50000.000
19400742,373.529,-52.294,50000.000,455.706,14.941,50000.000
19450753,328.706,-97.118,50000.000,463.176,-14.941,50000.000
19500751,381.000,0.000,50000.000,388.471,52.294,50000.000
19550682,321.235,-29.882,50000.000,366.059,29.882,50000.000
19600752,231.588,-44.824,50000.000,343.647,-74.706,50000.000
19650752,254.000,52.294,50000.000,276.412,52.294,50000.000
19700750,276.412,59.765,50000.000,239.059,67.235,50000.000
19750744,194.235,-67.235,50000.000,283.882,-22.412,50000.000
19800755,209.176,-97.118,50000.000,276.412,-7.471,50000.000
19850730,194.235,-7.471,50000.000,201.706,29.882,50000.000
19900728,141.941,59.765,50000.000,134.471,29.882,50000.000
19950747,119.529,22.412,50000.000,127.000,-7.471,50000.000
20000730,97.118,-29.882,50000.000,134.471,7.471,50000.000
20050722,82.176,-22.412,50000.000,67.235,37.353,50000.000
20100740,22.412,14.941,50000.000,14.941,7.471,50000.000
20150720,0.000,14.941,50000.000,-7.471,-29.882,50000.000
20200663,-29.882,0.000,50000.000,-7.471,-14.941,50000.000
20250666,-29.882,-22.412,50000.000,0.000,0.000,50000.000
20300618,-29.882,-7.471,50000.000,-29.882,0.000,50000.000
20350664,-74.706,44.824,50000.000,-89.647,0.000,50000.000
20400677,-67.235,37.353,50000.000,-112.059,-14.941,50000.000
20450747,-112.059,-29.882,50000.000,-59.765,-14.941,50000.000
20500749,-44.824,-37.353,50000.000,-59.765,-22.412,50000.000
20550739,-82.176,0.000,50000.000,-67.235,0.000,50000.000
20600623,-67.235,59.765,50000.000,-127.000,-22.412,50000.000
20650746,-67.235,44.824,50000.000,-82.176,-7.471,50000.000
20700726,-59.765,-52.294,50000.000,-29.882,-14.941,50000.000
20750749,-59.765,-97.118,50000.000,-22.412,22.412,50000.000
20800736,-44.824,-22.412,50000.000,-112.059,74.706,50000.000
20850740,-134.471,29.882,50000.000,-141.941,-82.176,50000.000
20900755,-171.824,-74.706,50000.000,-74.706,-104.588,50000.000
20950748,-59.765,-74.706,50000.000,-89.647,171.824,50000.000
21000744,-74.706,-268.941,50000.000,-97.118,216.647,50000.000
21050753,-313.765,-552.823,50000.000,-29.882,-134.471,50000.000
